Código Ramo de Atividade;Ordem Ramo de Atividade;Código Ramo de Atividade - Nível 1;Código Ramo de Atividade - Nível 2;Código Ramo de Atividade - Nível 3;Código Ramo de Atividade - Nível 4;Código Ramo de Atividade - Nível 5;Ramo de Atividade - Nível 1;Ramo de Atividade - Nível 2;Ramo de Atividade - Nível 3;Ramo de Atividade - Nível 4;Ramo de Atividade - Nível 5;Ramo de Atividade;Divisão
302;4;4322302;4530703;4742300;4751200;4752100;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;COMERCIO VAREJISTA DE MATERIAL ELETRICO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;INDÚSTRIA DA CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
2458;1;0119909;0119999;0119999;0119999;0119999;CULTIVO DE OUTRAS PLANTAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE;CULTIVO DE TOMATE RASTEIRO;CULTIVO DE TOMATE RASTEIRO;CULTIVO DE TOMATE RASTEIRO;CULTIVO DE TOMATE RASTEIRO;PRODUTOS DE AGROPECUÁRIA;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS
1648;2;4120400;4299501;6462000;6462000;6462000;CONSTRUCAO DE EDIFICIOS;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;INDÚSTRIA DA CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS
1367;0;9900800;9900800;9900800;9900800;9900800;ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUICOES EXTRATERRITORIAIS;ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUICOES EXTRATERRITORIAIS;ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUICOES EXTRATERRITORIAIS;ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUICOES EXTRATERRITORIAIS;ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUICOES EXTRATERRITORIAIS;SERVIÇOS DIVERSOS;ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITO
1360;2;1629301;4330404;4520005;4520005;4520005;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS;SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS DE MADEIRA
70;2;4755502;4781400;4782202;4782202;4782202;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMÉRCIO VAREJISTA
1364;1;4322302;8129000;8129000;8129000;8129000;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;INDÚSTRIA DA CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
404;1;4772500;9602501;9602501;9602501;9602501;CABELEIREIROS, MANICURE E PEDICURE;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMÉRCIO VAREJISTA
455;1;3314720;4330404;4330404;4330404;4330404;MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA A INDUSTRIA TEXTIL, DO VESTUARIO, DO COURO E CALCADOS;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVIÇOS DIVERSOS;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO
178;1;0810006;0990403;0990403;0990403;0990403;ATIVIDADES DE APOIO A EXTRACAO DE MINERAIS NAOMETALICOS;EXTRACAO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO;EXTRACAO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO;EXTRACAO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO;EXTRACAO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO;MINERAÇÃO;EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS
1671;0;2399101;2399101;2399101;2399101;2399101;DECORACAO, LAPIDACAO, GRAVACAO, VITRIFICACAO E OUTROS TRABALHOS EM CERAMICA, LOUCA, VIDRO E CRISTAL;DECORACAO, LAPIDACAO, GRAVACAO, VITRIFICACAO E OUTROS TRABALHOS EM CERAMICA, LOUCA, VIDRO E CRISTAL;DECORACAO, LAPIDACAO, GRAVACAO, VITRIFICACAO E OUTROS TRABALHOS EM CERAMICA, LOUCA, VIDRO E CRISTAL;DECORACAO, LAPIDACAO, GRAVACAO, VITRIFICACAO E OUTROS TRABALHOS EM CERAMICA, LOUCA, VIDRO E CRISTAL;DECORACAO, LAPIDACAO, GRAVACAO, VITRIFICACAO E OUTROS TRABALHOS EM CERAMICA, LOUCA, VIDRO E CRISTAL;QUÍMICA-PETROQUÍMICA;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
71;2;4771704;4789004;9609208;9609208;9609208;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS;HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS;HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS;HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS;VAREJO;COMÉRCIO VAREJISTA
1369;1;3299099;4689399;4689399;4689399;4689399;COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIARIOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;DIVERSOS;FABRICAÇÃO DE PRODUTOS DIVERSOS
915;0;5211799;5211799;5211799;5211799;5211799;DEPOSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZENS GERAIS E GUARDAMOVEIS;DEPOSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZENS GERAIS E GUARDAMOVEIS;DEPOSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZENS GERAIS E GUARDAMOVEIS;DEPOSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZENS GERAIS E GUARDAMOVEIS;DEPOSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZENS GERAIS E GUARDAMOVEIS;TRANSPORTE;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
174;0;8630503;8630503;8630503;8630503;8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVIÇOS DE SAÚDE;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
925;1;4751200;4752100;4752100;4752100;4752100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMÉRCIO VAREJISTA
429;4;4772500;4781400;4782201;4789001;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;VAREJO;COMÉRCIO VAREJISTA
2648;1;4721104;4723700;4723700;4723700;4723700;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;VAREJO;COMÉRCIO VAREJISTA
2344;2;3314709;4751200;9511800;9511800;9511800;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;MANUTENCAO E REPARACAO DE MAQUINAS DE ESCREVER, CALCULAR E DE OUTROS EQUIPAMENTOS NAOELETRONICOS PARA ESCRITORIO;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;SERVIÇOS DIVERSOS;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO
1402;0;4921302;4921302;4921302;4921302;4921302;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL EM REGIAO METROPOLITANA;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL EM REGIAO METROPOLITANA;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL EM REGIAO METROPOLITANA;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL EM REGIAO METROPOLITANA;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL EM REGIAO METROPOLITANA;TRANSPORTE;TRANSPORTE TERRESTRE
2291;3;4110700;4120400;6810201;6810202;6810202;ALUGUEL DE IMOVEIS PROPRIOS;COMPRA E VENDA DE IMOVEIS PROPRIOS;CONSTRUCAO DE EDIFICIOS;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDÚSTRIA DA CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS
2420;4;4120400;4211101;4313400;4399101;4399105;ADMINISTRACAO DE OBRAS;CONSTRUCAO DE EDIFICIOS;CONSTRUCAO DE RODOVIAS E FERROVIAS;OBRAS DE TERRAPLENAGEM;PERFURACAO E CONSTRUCAO DE POCOS DE AGUA;INDÚSTRIA DA CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS
2424;0;4684299;4684299;4684299;4684299;4684299;COMERCIO ATACADISTA DE OUTROS PRODUTOS QUIMICOS E PETROQUIMICOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO ATACADISTA DE OUTROS PRODUTOS QUIMICOS E PETROQUIMICOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO ATACADISTA DE OUTROS PRODUTOS QUIMICOS E PETROQUIMICOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO ATACADISTA DE OUTROS PRODUTOS QUIMICOS E PETROQUIMICOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO ATACADISTA DE OUTROS PRODUTOS QUIMICOS E PETROQUIMICOS NAO ESPECIFICADOS ANTERIORMENTE;ATACADO;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
1400;2;0111302;0113000;0115600;0115600;0115600;CULTIVO DE CANADEACUCAR;CULTIVO DE MILHO;CULTIVO DE SOJA;CULTIVO DE SOJA;CULTIVO DE SOJA;PRODUTOS DE AGROPECUÁRIA;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS
524;0;5310501;5310501;5310501;5310501;5310501;ATIVIDADES DO CORREIO NACIONAL;ATIVIDADES DO CORREIO NACIONAL;ATIVIDADES DO CORREIO NACIONAL;ATIVIDADES DO CORREIO NACIONAL;ATIVIDADES DO CORREIO NACIONAL;TRANSPORTE;CORREIO E OUTRAS ATIVIDADES DE ENTREGA
3061;1;4744099;7490104;7490104;7490104;7490104;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMÉRCIO VAREJISTA
1469;4;0161099;4213800;4222701;4313400;7731400;ALUGUEL DE MAQUINAS E EQUIPAMENTOS AGRICOLAS SEM OPERADOR;ATIVIDADES DE APOIO A AGRICULTURA NAO ESPECIFICADAS ANTERIORMENTE;CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO;OBRAS DE TERRAPLENAGEM;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;PRODUTOS DE AGROPECUÁRIA;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS
2644;4;4781400;4782201;4929901;6920601;7319002;ATIVIDADES DE CONTABILIDADE;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;PROMOCAO DE VENDAS;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;VAREJO;COMÉRCIO VAREJISTA
414;4;4712100;4721103;4744099;4755502;4782202;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;VAREJO;COMÉRCIO VAREJISTA
539;4;8512100;8592903;8592999;9001902;9313100;ATIVIDADES DE CONDICIONAMENTO FISICO;EDUCACAO INFANTIL  PREESCOLA;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;ENSINO DE MUSICA;PRODUCAO MUSICAL;SERVIÇOS DE EDUCAÇÃO;EDUCAÇÃO
2251;2;8630502;8630504;8650006;8650006;8650006;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES;ATIVIDADE ODONTOLOGICA;ATIVIDADES DE FONOAUDIOLOGIA;ATIVIDADES DE FONOAUDIOLOGIA;ATIVIDADES DE FONOAUDIOLOGIA;SERVIÇOS DE SAÚDE;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
544;4;4651601;4652400;4751200;4752100;9512600;COMERCIO ATACADISTA DE COMPONENTES ELETRONICOS E EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;COMERCIO ATACADISTA DE EQUIPAMENTOS DE INFORMATICA;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;ATACADO;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
2002;4;2330302;3811400;4120400;4313400;4321500;COLETA DE RESIDUOS NAOPERIGOSOS;CONSTRUCAO DE EDIFICIOS;FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO;INSTALACAO E MANUTENCAO ELETRICA;OBRAS DE TERRAPLENAGEM;QUÍMICA-PETROQUÍMICA;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
2047;2;0111302;0131800;0151201;0151201;0151201;CRIACAO DE BOVINOS PARA CORTE;CULTIVO DE LARANJA;CULTIVO DE MILHO;CULTIVO DE MILHO;CULTIVO DE MILHO;PRODUTOS DE AGROPECUÁRIA;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS
1242;1;2330302;2330305;2330305;2330305;2330305;FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO;PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO;PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO;PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO;PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO;QUÍMICA-PETROQUÍMICA;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
950;1;4721103;4781400;4781400;4781400;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;VAREJO;COMÉRCIO VAREJISTA
3065;4;4755502;4755503;4781400;4783101;4789001;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;VAREJO;COMÉRCIO VAREJISTA
2005;4;4110700;4330401;4330403;6810201;6810202;ALUGUEL DE IMOVEIS PROPRIOS;COMPRA E VENDA DE IMOVEIS PROPRIOS;IMPERMEABILIZACAO EM OBRAS DE ENGENHARIA CIVIL;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;INDÚSTRIA DA CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS
3066;4;4742300;4753900;4754703;9512600;9521500;COMERCIO VAREJISTA DE ARTIGOS DE ILUMINACAO;COMERCIO VAREJISTA DE MATERIAL ELETRICO;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;VAREJO;COMÉRCIO VAREJISTA
2970;2;4120400;4321500;4322301;4322301;4322301;CONSTRUCAO DE EDIFICIOS;INSTALACAO E MANUTENCAO ELETRICA;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;INDÚSTRIA DA CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS
901;1;0119909;0151201;0151201;0151201;0151201;CRIACAO DE BOVINOS PARA CORTE;CULTIVO DE TOMATE RASTEIRO;CULTIVO DE TOMATE RASTEIRO;CULTIVO DE TOMATE RASTEIRO;CULTIVO DE TOMATE RASTEIRO;PRODUTOS DE AGROPECUÁRIA;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS
1634;0;9319101;9319101;9319101;9319101;9319101;PRODUCAO E PROMOCAO DE EVENTOS ESPORTIVOS;PRODUCAO E PROMOCAO DE EVENTOS ESPORTIVOS;PRODUCAO E PROMOCAO DE EVENTOS ESPORTIVOS;PRODUCAO E PROMOCAO DE EVENTOS ESPORTIVOS;PRODUCAO E PROMOCAO DE EVENTOS ESPORTIVOS;SERVIÇOS DIVERSOS;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER
791;1;4619200;4639701;4639701;4639701;4639701;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;ATACADO;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
2635;2;4721102;4781400;5611203;5611203;5611203;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;VAREJO;COMÉRCIO VAREJISTA
547;0;2330399;2330399;2330399;2330399;2330399;FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;QUÍMICA-PETROQUÍMICA;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
638;4;1411801;1412601;1412602;4753900;9521500;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;CONFECCAO DE ROUPAS INTIMAS;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;BENS DE CONSUMO;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
3069;4;4713002;4751200;4753900;4754701;4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;COMERCIO VAREJISTA DE MOVEIS;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;VAREJO;COMÉRCIO VAREJISTA
1638;1;2330399;4679699;4679699;4679699;4679699;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;QUÍMICA-PETROQUÍMICA;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
62;0;4754701;4754701;4754701;4754701;4754701;COMERCIO VAREJISTA DE MOVEIS;COMERCIO VAREJISTA DE MOVEIS;COMERCIO VAREJISTA DE MOVEIS;COMERCIO VAREJISTA DE MOVEIS;COMERCIO VAREJISTA DE MOVEIS;VAREJO;COMÉRCIO VAREJISTA
941;1;4763602;4782201;4782201;4782201;4782201;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE CALCADOS;VAREJO;COMÉRCIO VAREJISTA
